Date,Time,Locality_Name,Crime_Type
2020-01-15 06:00:00,15-01-2020 21:41,Patancheru,CYBERCRIME
2020-01-15 07:00:00,15-01-2020 07:58,gachibowli,ASSAULT
2020-01-15 08:00:00,15-01-2020 10:55,Malakpet,SEXUAL ASSAULT
2020-01-15 09:00:00,16-01-2020 04:37,Falaknuma,BURGLARY
2020-01-15 10:00:00,16-01-2020 09:08,Madhapur,DOMESTIC VIOLENCE
2020-01-15 11:00:00,16-01-2020 05:33,Falaknuma,ILLEGAL POSSESSION
2020-01-15 12:00:00,16-01-2020 09:42,L B Nagar,TRAFFIC VIOLATION
2020-01-15 13:00:00,15-01-2020 18:19,Basheerbagh,PUBLIC INTOXICATION
2020-01-15 14:00:00,16-01-2020 05:48,Patancheru,VEHICLE - STOLEN
2020-01-15 15:00:00,16-01-2020 01:58,Madhapur,CYBERCRIME
2020-01-15 16:00:00,16-01-2020 09:30,Falaknuma,ILLEGAL POSSESSION
2020-01-15 17:00:00,16-01-2020 05:24,Kukatpally,EXTORTION
2020-01-15 18:00:00,16-01-2020 00:09,Nacharam,HOMICIDE
2020-01-15 19:00:00,15-01-2020 21:21,Patancheru,BURGLARY
2020-01-15 20:00:00,16-01-2020 16:30,Falaknuma,CYBERCRIME
2020-01-15 21:00:00,16-01-2020 09:44,L B Nagar,DRUG OFFENSE
2020-01-15 22:00:00,16-01-2020 18:11,L B Nagar,ASSAULT
2020-01-15 23:00:00,16-01-2020 04:29,Kachiguda,BURGLARY
2020-01-16 00:00:00,16-01-2020 01:07,Malakpet,ILLEGAL POSSESSION
2020-01-16 01:00:00,16-01-2020 16:35,Lingampally,CYBERCRIME
2020-01-16 02:00:00,16-01-2020 13:30,Jahanuma,ILLEGAL POSSESSION
2020-01-16 03:00:00,16-01-2020 12:08,Nampally,KIDNAPPING
2020-01-16 04:00:00,16-01-2020 06:19,Jahanuma,IDENTITY THEFT
2020-01-16 05:00:00,16-01-2020 09:39,Nampally,FRAUD
2020-01-16 06:00:00,16-01-2020 08:38,Nacharam,ILLEGAL POSSESSION
2020-01-16 07:00:00,16-01-2020 21:25,Charminar,KIDNAPPING
2020-01-16 08:00:00,16-01-2020 11:57,Ibrahimpatnam,ILLEGAL POSSESSION
2020-01-16 09:00:00,17-01-2020 02:08,Basheerbagh,COUNTERFEITING
2020-01-16 10:00:00,17-01-2020 08:59,gachibowli,EXTORTION
2020-01-16 11:00:00,17-01-2020 06:35,Falaknuma,FIREARM OFFENSE
2020-01-16 12:00:00,16-01-2020 21:32,Falaknuma,SEXUAL ASSAULT
2020-01-16 13:00:00,16-01-2020 13:15,Malakpet,DOMESTIC VIOLENCE
2020-01-16 14:00:00,16-01-2020 20:37,Falaknuma,DRUG OFFENSE
2020-01-16 15:00:00,17-01-2020 04:29,L B Nagar,BURGLARY
2020-01-16 16:00:00,16-01-2020 17:57,Ibrahimpatnam,BURGLARY
2020-01-16 17:00:00,17-01-2020 11:31,Madhapur,BURGLARY
2020-01-16 18:00:00,17-01-2020 00:53,Falaknuma,DRUG OFFENSE
2020-01-16 19:00:00,17-01-2020 14:11,gachibowli,DRUG OFFENSE
2020-01-16 20:00:00,16-01-2020 20:42,Saidabad,IDENTITY THEFT
2020-01-16 21:00:00,17-01-2020 10:33,Madhapur,IDENTITY THEFT
2020-01-16 22:00:00,17-01-2020 08:06,Kanchanbagh,SEXUAL ASSAULT
2020-01-16 23:00:00,17-01-2020 02:48,Shamshabad,ILLEGAL POSSESSION
2020-01-17 00:00:00,17-01-2020 15:49,Patancheru,COUNTERFEITING
2020-01-17 01:00:00,17-01-2020 06:21,Madhapur,IDENTITY THEFT
2020-01-17 02:00:00,17-01-2020 23:14,Ibrahimpatnam,COUNTERFEITING
2020-01-17 03:00:00,18-01-2020 01:17,Hi-Tech City,TRAFFIC VIOLATION
2020-01-17 04:00:00,17-01-2020 06:55,Patancheru,IDENTITY THEFT
2020-01-17 05:00:00,17-01-2020 11:59,Nampally,COUNTERFEITING
2020-01-17 06:00:00,17-01-2020 07:59,Falaknuma,COUNTERFEITING
2020-01-17 07:00:00,17-01-2020 17:42,Falaknuma,ILLEGAL POSSESSION
2020-01-17 08:00:00,17-01-2020 13:19,L B Nagar,VEHICLE - STOLEN
2020-01-17 09:00:00,18-01-2020 04:19,Madhapur,CYBERCRIME
2020-01-17 10:00:00,17-01-2020 22:19,Ameerpet,SHOPLIFTING
2020-01-17 11:00:00,18-01-2020 01:40,Falaknuma,DOMESTIC VIOLENCE
2020-01-17 12:00:00,18-01-2020 06:50,Charminar,BURGLARY
2020-01-17 13:00:00,18-01-2020 00:41,Jahanuma,ROBBERY
2020-01-17 14:00:00,18-01-2020 04:02,Kanchanbagh,COUNTERFEITING
2020-01-17 15:00:00,18-01-2020 09:27,Madhapur,TRAFFIC VIOLATION
2020-01-17 16:00:00,17-01-2020 19:49,Malakpet,DRUG OFFENSE
2020-01-17 17:00:00,18-01-2020 03:18,Afzalgunj,BURGLARY
2020-01-17 18:00:00,17-01-2020 23:02,Kachiguda,COUNTERFEITING
2020-01-17 19:00:00,18-01-2020 15:11,Uppal,IDENTITY THEFT
2020-01-17 20:00:00,18-01-2020 00:27,Patancheru,IDENTITY THEFT
2020-01-17 21:00:00,18-01-2020 01:42,Secunderabad,BURGLARY
2020-01-17 22:00:00,18-01-2020 12:06,Hyderguda,EXTORTION
2020-01-17 23:00:00,18-01-2020 16:06,Uppal,DOMESTIC VIOLENCE
2020-01-18 00:00:00,18-01-2020 11:14,Kanchanbagh,PUBLIC INTOXICATION
2020-01-18 01:00:00,18-01-2020 10:38,Charminar,SHOPLIFTING
2020-01-18 02:00:00,18-01-2020 21:32,Kachiguda,FIREARM OFFENSE
2020-01-18 03:00:00,18-01-2020 20:04,Madhapur,KIDNAPPING
2020-01-18 04:00:00,18-01-2020 21:47,Basheerbagh,VEHICLE - STOLEN
2020-01-18 05:00:00,19-01-2020 01:23,Falaknuma,FRAUD
2020-01-18 06:00:00,18-01-2020 07:58,Pathargatti,VEHICLE - STOLEN
2020-01-18 07:00:00,18-01-2020 19:33,Ameerpet,COUNTERFEITING
2020-01-18 08:00:00,18-01-2020 13:59,Shamshabad,SHOPLIFTING
2020-01-18 09:00:00,19-01-2020 04:50,Falaknuma,ROBBERY
2020-01-18 10:00:00,18-01-2020 18:29,Lingampally,DOMESTIC VIOLENCE
2020-01-18 11:00:00,18-01-2020 23:45,Jahanuma,ROBBERY
2020-01-18 12:00:00,18-01-2020 18:00,gachibowli,SEXUAL ASSAULT
2020-01-18 13:00:00,18-01-2020 17:06,Charminar,BURGLARY
2020-01-18 14:00:00,19-01-2020 03:05,Hyderguda,KIDNAPPING
2020-01-18 15:00:00,19-01-2020 03:08,Madhapur,TRAFFIC VIOLATION
2020-01-18 16:00:00,19-01-2020 03:35,L B Nagar,ILLEGAL POSSESSION
2020-01-18 17:00:00,19-01-2020 12:57,Kachiguda,CYBERCRIME
2020-01-18 18:00:00,19-01-2020 12:57,Hyderguda,EXTORTION
2020-01-18 19:00:00,18-01-2020 20:36,Basheerbagh,FIREARM OFFENSE
2020-01-18 20:00:00,19-01-2020 12:48,Hyderguda,ILLEGAL POSSESSION
2020-01-18 21:00:00,19-01-2020 20:16,Falaknuma,BURGLARY
2020-01-18 22:00:00,19-01-2020 05:59,Jahanuma,IDENTITY THEFT
2020-01-18 23:00:00,19-01-2020 08:30,Madhapur,ILLEGAL POSSESSION
2020-01-19 00:00:00,19-01-2020 23:38,Kishan Bagh,BURGLARY
2020-01-19 01:00:00,19-01-2020 20:58,Jahanuma,SEXUAL ASSAULT
2020-01-19 02:00:00,19-01-2020 05:19,Jahanuma,FRAUD
2020-01-19 03:00:00,19-01-2020 18:52,Falaknuma,BURGLARY
2020-01-19 04:00:00,19-01-2020 22:02,Saidabad,ROBBERY
2020-01-19 05:00:00,20-01-2020 00:09,Falaknuma,PUBLIC INTOXICATION
2020-01-19 06:00:00,19-01-2020 22:48,Falaknuma,BURGLARY
2020-01-19 07:00:00,20-01-2020 01:19,Malakpet,DRUG OFFENSE
2020-01-19 08:00:00,20-01-2020 05:16,Madhapur,VANDALISM
2020-01-19 09:00:00,19-01-2020 14:43,Falaknuma,FIREARM OFFENSE
2020-01-19 10:00:00,20-01-2020 09:01,Jahanuma,SEXUAL ASSAULT
2020-01-19 11:00:00,20-01-2020 01:54,Nampally,VEHICLE - STOLEN
2020-01-19 12:00:00,20-01-2020 08:35,Hyderguda,ILLEGAL POSSESSION
2020-01-19 13:00:00,19-01-2020 20:08,Hi-Tech City,SEXUAL ASSAULT
2020-01-19 14:00:00,19-01-2020 19:39,Saidabad,KIDNAPPING
2020-01-19 15:00:00,20-01-2020 00:49,Charminar,VEHICLE - STOLEN
2020-01-19 16:00:00,20-01-2020 00:04,Patancheru,COUNTERFEITING
2020-01-19 17:00:00,19-01-2020 20:37,Falaknuma,SEXUAL ASSAULT
2020-01-19 18:00:00,19-01-2020 23:36,Falaknuma,IDENTITY THEFT
2020-01-19 19:00:00,19-01-2020 21:05,Begum Bazar,FIREARM OFFENSE
2020-01-19 20:00:00,20-01-2020 13:06,Kachiguda,ROBBERY
2020-01-19 21:00:00,19-01-2020 21:25,Madhapur,CYBERCRIME
2020-01-19 22:00:00,20-01-2020 16:26,Hyderguda,CYBERCRIME
2020-01-19 23:00:00,20-01-2020 04:20,Jahanuma,BURGLARY
2020-01-20 00:00:00,20-01-2020 03:37,Patancheru,VANDALISM
2020-01-20 01:00:00,20-01-2020 16:14,Madhapur,ARSON
2020-01-20 02:00:00,20-01-2020 23:26,Patancheru,CYBERCRIME
2020-01-20 03:00:00,21-01-2020 00:18,Saidabad,COUNTERFEITING
2020-01-20 04:00:00,20-01-2020 17:47,Kachiguda,FRAUD
2020-01-20 05:00:00,20-01-2020 06:14,Kachiguda,SHOPLIFTING
2020-01-20 06:00:00,20-01-2020 22:13,Musheerabad,COUNTERFEITING
2020-01-20 07:00:00,21-01-2020 02:28,Patancheru,DOMESTIC VIOLENCE
2020-01-20 08:00:00,20-01-2020 10:01,Falaknuma,FRAUD
2020-01-20 09:00:00,21-01-2020 04:32,Ibrahimpatnam,ARSON
2020-01-20 10:00:00,20-01-2020 16:12,Charminar,FRAUD
2020-01-20 11:00:00,20-01-2020 17:58,Falaknuma,DRUG OFFENSE
2020-01-20 12:00:00,21-01-2020 01:02,Pathargatti,ARSON
2020-01-20 13:00:00,21-01-2020 08:13,gachibowli,TRAFFIC VIOLATION
2020-01-20 14:00:00,21-01-2020 12:35,Patancheru,COUNTERFEITING
2020-01-20 15:00:00,21-01-2020 12:36,Kanchanbagh,ILLEGAL POSSESSION
2020-01-20 16:00:00,21-01-2020 12:11,Lingampally,PUBLIC INTOXICATION
2020-01-20 17:00:00,21-01-2020 14:29,Nampally,COUNTERFEITING
2020-01-20 18:00:00,20-01-2020 21:56,Afzalgunj,FIREARM OFFENSE
2020-01-20 19:00:00,21-01-2020 08:58,Falaknuma,SEXUAL ASSAULT
2020-01-20 20:00:00,21-01-2020 13:05,Hyderguda,ROBBERY
2020-01-20 21:00:00,21-01-2020 15:05,Madhapur,BURGLARY
2020-01-20 22:00:00,21-01-2020 01:20,Malakpet,SHOPLIFTING
2020-01-20 23:00:00,21-01-2020 09:13,Kachiguda,BURGLARY
2020-01-21 00:00:00,21-01-2020 21:30,Basheerbagh,SEXUAL ASSAULT
2020-01-21 01:00:00,21-01-2020 08:40,Ameerpet,HOMICIDE
2020-01-21 02:00:00,21-01-2020 11:42,Hyderguda,VEHICLE - STOLEN
2020-01-21 03:00:00,21-01-2020 12:24,Saidabad,FRAUD
2020-01-21 04:00:00,22-01-2020 00:18,Hyderguda,TRAFFIC VIOLATION
2020-01-21 05:00:00,21-01-2020 08:40,gachibowli,BURGLARY
2020-01-21 06:00:00,21-01-2020 17:49,Falaknuma,EXTORTION
2020-01-21 07:00:00,22-01-2020 05:39,Charminar,CYBERCRIME
2020-01-21 08:00:00,21-01-2020 13:10,Falaknuma,IDENTITY THEFT
2020-01-21 09:00:00,22-01-2020 03:22,Madhapur,COUNTERFEITING
2020-01-21 10:00:00,21-01-2020 12:19,Charminar,SHOPLIFTING
2020-01-21 11:00:00,22-01-2020 02:20,Falaknuma,DRUG OFFENSE
2020-01-21 12:00:00,21-01-2020 17:40,Ameerpet,VANDALISM
2020-01-21 13:00:00,21-01-2020 15:55,Madhapur,VEHICLE - STOLEN
2020-01-21 14:00:00,22-01-2020 08:46,Jahanuma,IDENTITY THEFT
2020-01-21 15:00:00,21-01-2020 16:28,Lingampally,FIREARM OFFENSE
2020-01-21 16:00:00,22-01-2020 10:45,Kachiguda,VEHICLE - STOLEN
2020-01-21 17:00:00,21-01-2020 23:09,Madhapur,BURGLARY
2020-01-21 18:00:00,21-01-2020 21:14,Basheerbagh,BURGLARY
2020-01-21 19:00:00,21-01-2020 21:10,Charminar,ARSON
2020-01-21 20:00:00,22-01-2020 08:30,Madhapur,SHOPLIFTING
2020-01-21 21:00:00,22-01-2020 00:42,Basheerbagh,IDENTITY THEFT
2020-01-21 22:00:00,22-01-2020 20:41,Basheerbagh,ASSAULT
2020-01-21 23:00:00,22-01-2020 07:27,Patancheru,SHOPLIFTING
2020-01-22 00:00:00,22-01-2020 00:46,Nampally,CYBERCRIME
2020-01-22 01:00:00,22-01-2020 23:28,Kachiguda,HOMICIDE
2020-01-22 02:00:00,22-01-2020 04:56,Charminar,SEXUAL ASSAULT
2020-01-22 03:00:00,22-01-2020 06:35,Jahanuma,COUNTERFEITING
2020-01-22 04:00:00,22-01-2020 17:15,Falaknuma,ARSON
2020-01-22 05:00:00,22-01-2020 20:00,Falaknuma,DRUG OFFENSE
2020-01-22 06:00:00,22-01-2020 14:42,Malakpet,KIDNAPPING
2020-01-22 07:00:00,22-01-2020 21:05,Malakpet,PUBLIC INTOXICATION
2020-01-22 08:00:00,23-01-2020 05:41,Jahanuma,EXTORTION
2020-01-22 09:00:00,22-01-2020 22:27,Nacharam,COUNTERFEITING
2020-01-22 10:00:00,23-01-2020 03:59,Jahanuma,COUNTERFEITING
2020-01-22 11:00:00,23-01-2020 03:19,Falaknuma,FRAUD
2020-01-22 12:00:00,22-01-2020 22:42,Kishan Bagh,FIREARM OFFENSE
2020-01-22 13:00:00,23-01-2020 03:41,Basheerbagh,HOMICIDE
2020-01-22 14:00:00,22-01-2020 20:42,Falaknuma,FIREARM OFFENSE
2020-01-22 15:00:00,22-01-2020 16:04,Charminar,SEXUAL ASSAULT
2020-01-22 16:00:00,22-01-2020 18:23,Madhapur,ROBBERY
2020-01-22 17:00:00,22-01-2020 17:48,Malakpet,ARSON
2020-01-22 18:00:00,22-01-2020 22:01,Lingampally,COUNTERFEITING
2020-01-22 19:00:00,23-01-2020 12:14,Falaknuma,VEHICLE - STOLEN
2020-01-22 20:00:00,23-01-2020 00:54,Falaknuma,SHOPLIFTING
2020-01-22 21:00:00,23-01-2020 08:08,Hyderguda,HOMICIDE
2020-01-22 22:00:00,23-01-2020 14:41,L B Nagar,VANDALISM
2020-01-22 23:00:00,23-01-2020 22:38,Kukatpally,COUNTERFEITING
2020-01-23 00:00:00,23-01-2020 15:02,Hyderguda,VANDALISM
2020-01-23 01:00:00,23-01-2020 21:54,Basheerbagh,KIDNAPPING
2020-01-23 02:00:00,23-01-2020 15:30,Ameerpet,FIREARM OFFENSE
2020-01-23 03:00:00,23-01-2020 13:37,Musheerabad,DOMESTIC VIOLENCE
2020-01-23 04:00:00,23-01-2020 20:01,Hi-Tech City,HOMICIDE
2020-01-23 05:00:00,23-01-2020 20:11,Falaknuma,COUNTERFEITING
2020-01-23 06:00:00,24-01-2020 02:41,Charminar,VEHICLE - STOLEN
2020-01-23 07:00:00,23-01-2020 11:50,Patancheru,EXTORTION
2020-01-23 08:00:00,23-01-2020 12:43,Kachiguda,SEXUAL ASSAULT
2020-01-23 09:00:00,24-01-2020 04:58,Patancheru,IDENTITY THEFT
2020-01-23 10:00:00,23-01-2020 22:59,Madhapur,ILLEGAL POSSESSION
2020-01-23 11:00:00,24-01-2020 10:41,Pathargatti,ARSON
2020-01-23 12:00:00,23-01-2020 22:23,Madhapur,COUNTERFEITING
2020-01-23 13:00:00,24-01-2020 05:28,Falaknuma,CYBERCRIME
2020-01-23 14:00:00,24-01-2020 12:14,Ameerpet,KIDNAPPING
2020-01-23 15:00:00,24-01-2020 08:10,Jahanuma,PUBLIC INTOXICATION
2020-01-23 16:00:00,24-01-2020 08:17,gachibowli,VEHICLE - STOLEN
2020-01-23 17:00:00,24-01-2020 03:30,Kachiguda,BURGLARY
2020-01-23 18:00:00,23-01-2020 21:27,Madhapur,ILLEGAL POSSESSION
2020-01-23 19:00:00,23-01-2020 22:12,Charminar,ASSAULT
2020-01-23 20:00:00,24-01-2020 15:09,Lingampally,ASSAULT
2020-01-23 21:00:00,24-01-2020 14:37,Madhapur,FIREARM OFFENSE
2020-01-23 22:00:00,24-01-2020 20:11,Madhapur,ILLEGAL POSSESSION
2020-01-23 23:00:00,24-01-2020 01:00,gachibowli,SEXUAL ASSAULT
2020-01-24 00:00:00,24-01-2020 16:52,Madhapur,ROBBERY
2020-01-24 01:00:00,24-01-2020 16:03,Patancheru,TRAFFIC VIOLATION
2020-01-24 02:00:00,24-01-2020 06:09,Lingampally,KIDNAPPING
2020-01-24 03:00:00,24-01-2020 16:03,Hyderguda,KIDNAPPING
2020-01-24 04:00:00,24-01-2020 20:20,Nampally,TRAFFIC VIOLATION
2020-01-24 05:00:00,24-01-2020 15:13,Lingampally,ROBBERY
2020-01-24 06:00:00,24-01-2020 16:08,Basheerbagh,ROBBERY
2020-01-24 07:00:00,24-01-2020 07:55,Nampally,PUBLIC INTOXICATION
2020-01-24 08:00:00,24-01-2020 17:37,Charminar,VANDALISM
2020-01-24 09:00:00,25-01-2020 04:27,Kachiguda,VANDALISM
2020-01-24 10:00:00,24-01-2020 22:46,Jahanuma,SHOPLIFTING
2020-01-24 11:00:00,24-01-2020 20:17,Madhapur,PUBLIC INTOXICATION
2020-01-24 12:00:00,25-01-2020 06:07,Patancheru,VANDALISM
2020-01-24 13:00:00,25-01-2020 00:19,Charminar,KIDNAPPING
2020-01-24 14:00:00,24-01-2020 16:55,Hyderguda,VEHICLE - STOLEN
2020-01-24 15:00:00,25-01-2020 07:20,Kachiguda,SEXUAL ASSAULT
2020-01-24 16:00:00,25-01-2020 14:23,Madhapur,FIREARM OFFENSE
2020-01-24 17:00:00,25-01-2020 11:38,Ibrahimpatnam,ASSAULT
2020-01-24 18:00:00,25-01-2020 14:52,Musheerabad,CYBERCRIME
2020-01-24 19:00:00,24-01-2020 23:58,Basheerbagh,ARSON
2020-01-24 20:00:00,25-01-2020 04:57,Kukatpally,VEHICLE - STOLEN
2020-01-24 21:00:00,25-01-2020 14:58,Falaknuma,DRUG OFFENSE
2020-01-24 22:00:00,24-01-2020 23:53,Ameerpet,IDENTITY THEFT
2020-01-24 23:00:00,25-01-2020 18:54,Uppal,FIREARM OFFENSE
2020-01-25 00:00:00,25-01-2020 11:51,Hyderguda,VEHICLE - STOLEN
2020-01-25 01:00:00,25-01-2020 15:38,Madhapur,IDENTITY THEFT
2020-01-25 02:00:00,25-01-2020 23:23,Kanchanbagh,ROBBERY
2020-01-25 03:00:00,25-01-2020 08:53,Lingampally,FIREARM OFFENSE
2020-01-25 04:00:00,26-01-2020 00:29,Basheerbagh,PUBLIC INTOXICATION
2020-01-25 05:00:00,26-01-2020 04:43,Falaknuma,VANDALISM
2020-01-25 06:00:00,25-01-2020 18:33,Patancheru,EXTORTION
2020-01-25 07:00:00,26-01-2020 00:59,Madhapur,BURGLARY
2020-01-25 08:00:00,25-01-2020 16:48,Lingampally,DRUG OFFENSE
2020-01-25 09:00:00,26-01-2020 02:35,Afzalgunj,PUBLIC INTOXICATION
2020-01-25 10:00:00,25-01-2020 20:21,Charminar,ARSON
2020-01-25 11:00:00,26-01-2020 04:33,Jahanuma,BURGLARY
2020-01-25 12:00:00,26-01-2020 11:49,Nampally,SHOPLIFTING
2020-01-25 13:00:00,25-01-2020 21:28,Jahanuma,KIDNAPPING
2020-01-25 14:00:00,25-01-2020 23:38,Kachiguda,IDENTITY THEFT
2020-01-25 15:00:00,26-01-2020 05:35,Basheerbagh,ROBBERY
2020-01-25 16:00:00,26-01-2020 14:05,Basheerbagh,CYBERCRIME
2020-01-25 17:00:00,26-01-2020 02:38,Hyderguda,VEHICLE - STOLEN
2020-01-25 18:00:00,26-01-2020 12:22,Secunderabad,EXTORTION
2020-01-25 19:00:00,26-01-2020 15:56,Basheerbagh,SHOPLIFTING
2020-01-25 20:00:00,26-01-2020 03:36,Patancheru,PUBLIC INTOXICATION
2020-01-25 21:00:00,26-01-2020 11:18,Charminar,TRAFFIC VIOLATION
2020-01-25 22:00:00,26-01-2020 19:04,Basheerbagh,DOMESTIC VIOLENCE
2020-01-25 23:00:00,26-01-2020 13:14,Madhapur,IDENTITY THEFT
2020-01-26 00:00:00,26-01-2020 22:59,Jahanuma,SHOPLIFTING
2020-01-26 01:00:00,26-01-2020 22:50,Nampally,HOMICIDE
2020-01-26 02:00:00,26-01-2020 17:23,Madhapur,ROBBERY
2020-01-26 03:00:00,26-01-2020 23:12,Jahanuma,VEHICLE - STOLEN
2020-01-26 04:00:00,26-01-2020 17:06,Basheerbagh,TRAFFIC VIOLATION
2020-01-26 05:00:00,26-01-2020 22:18,Charminar,CYBERCRIME
2020-01-26 06:00:00,26-01-2020 17:37,Falaknuma,ROBBERY
2020-01-26 07:00:00,26-01-2020 16:31,Basheerbagh,BURGLARY
2020-01-26 08:00:00,27-01-2020 06:00,Jahanuma,CYBERCRIME
2020-01-26 09:00:00,26-01-2020 10:59,Madhapur,EXTORTION
2020-01-26 10:00:00,26-01-2020 20:41,L B Nagar,BURGLARY
2020-01-26 11:00:00,26-01-2020 16:22,Patancheru,FRAUD
2020-01-26 12:00:00,26-01-2020 19:52,Secunderabad,COUNTERFEITING
2020-01-26 13:00:00,26-01-2020 16:30,Ibrahimpatnam,FIREARM OFFENSE
2020-01-26 14:00:00,26-01-2020 15:00,Madhapur,EXTORTION
2020-01-26 15:00:00,27-01-2020 14:06,Patancheru,DRUG OFFENSE
2020-01-26 16:00:00,27-01-2020 08:53,Falaknuma,PUBLIC INTOXICATION
2020-01-26 17:00:00,27-01-2020 16:03,Falaknuma,DRUG OFFENSE
2020-01-26 18:00:00,27-01-2020 16:50,Basheerbagh,COUNTERFEITING
2020-01-26 19:00:00,27-01-2020 05:49,Falaknuma,EXTORTION
2020-01-26 20:00:00,27-01-2020 01:12,Kachiguda,IDENTITY THEFT
2020-01-26 21:00:00,27-01-2020 03:18,Madhapur,ILLEGAL POSSESSION
2020-01-26 22:00:00,27-01-2020 09:09,Begum Bazar,DOMESTIC VIOLENCE
2020-01-26 23:00:00,27-01-2020 12:35,Madhapur,ROBBERY
2020-01-27 00:00:00,27-01-2020 15:10,Secunderabad,PUBLIC INTOXICATION
2020-01-27 01:00:00,27-01-2020 09:24,Afzalgunj,PUBLIC INTOXICATION
2020-01-27 02:00:00,27-01-2020 21:30,Kishan Bagh,TRAFFIC VIOLATION
2020-01-27 03:00:00,27-01-2020 22:52,Ameerpet,HOMICIDE
2020-01-27 04:00:00,27-01-2020 15:05,Kachiguda,COUNTERFEITING
2020-01-27 05:00:00,27-01-2020 11:22,Patancheru,SHOPLIFTING
2020-01-27 06:00:00,27-01-2020 23:23,Charminar,SHOPLIFTING
2020-01-27 07:00:00,28-01-2020 06:01,Falaknuma,CYBERCRIME
2020-01-27 08:00:00,27-01-2020 21:26,Afzalgunj,CYBERCRIME
2020-01-27 09:00:00,27-01-2020 19:36,Madhapur,CYBERCRIME
2020-01-27 10:00:00,27-01-2020 11:07,Charminar,SHOPLIFTING
2020-01-27 11:00:00,28-01-2020 03:47,Ibrahimpatnam,ROBBERY
2020-01-27 12:00:00,27-01-2020 13:44,L B Nagar,BURGLARY
2020-01-27 13:00:00,28-01-2020 05:41,L B Nagar,CYBERCRIME
2020-01-27 14:00:00,27-01-2020 20:45,Kachiguda,DOMESTIC VIOLENCE
2020-01-27 15:00:00,28-01-2020 01:31,Falaknuma,PUBLIC INTOXICATION
2020-01-27 16:00:00,28-01-2020 09:12,Falaknuma,FIREARM OFFENSE
2020-01-27 17:00:00,28-01-2020 08:20,Basheerbagh,DRUG OFFENSE
2020-01-27 18:00:00,28-01-2020 03:26,Patancheru,BURGLARY
2020-01-27 19:00:00,28-01-2020 06:21,Charminar,COUNTERFEITING
2020-01-27 20:00:00,28-01-2020 18:11,Hyderguda,ASSAULT
2020-01-27 21:00:00,28-01-2020 16:45,Hyderguda,ASSAULT
2020-01-27 22:00:00,28-01-2020 13:26,Ibrahimpatnam,CYBERCRIME
2020-01-27 23:00:00,28-01-2020 20:14,gachibowli,IDENTITY THEFT
2020-01-28 00:00:00,28-01-2020 08:41,Saidabad,COUNTERFEITING
2020-01-28 01:00:00,28-01-2020 19:13,Hyderguda,HOMICIDE
2020-01-28 02:00:00,28-01-2020 05:13,Charminar,VANDALISM
2020-01-28 03:00:00,28-01-2020 10:27,Ameerpet,BURGLARY
2020-01-28 04:00:00,28-01-2020 07:07,Kachiguda,SEXUAL ASSAULT
2020-01-28 05:00:00,28-01-2020 23:25,Basheerbagh,BURGLARY
2020-01-28 06:00:00,29-01-2020 03:24,Kanchanbagh,EXTORTION
2020-01-28 07:00:00,28-01-2020 08:43,Kachiguda,SEXUAL ASSAULT
2020-01-28 08:00:00,28-01-2020 09:01,gachibowli,EXTORTION
2020-01-28 09:00:00,29-01-2020 01:49,Kanchanbagh,VEHICLE - STOLEN
2020-01-28 10:00:00,28-01-2020 16:40,Kachiguda,IDENTITY THEFT
2020-01-28 11:00:00,29-01-2020 08:05,Falaknuma,COUNTERFEITING
2020-01-28 12:00:00,29-01-2020 10:40,Kachiguda,COUNTERFEITING
2020-01-28 13:00:00,29-01-2020 04:35,Kachiguda,HOMICIDE
2020-01-28 14:00:00,28-01-2020 14:21,Kachiguda,ASSAULT
2020-01-28 15:00:00,28-01-2020 20:05,Jahanuma,SHOPLIFTING
2020-01-28 16:00:00,29-01-2020 15:07,gachibowli,SHOPLIFTING
2020-01-28 17:00:00,29-01-2020 00:04,Falaknuma,BURGLARY
2020-01-28 18:00:00,29-01-2020 17:53,Charminar,IDENTITY THEFT
2020-01-28 19:00:00,29-01-2020 12:27,Falaknuma,VEHICLE - STOLEN
2020-01-28 20:00:00,29-01-2020 14:01,Hyderguda,SEXUAL ASSAULT
2020-01-28 21:00:00,29-01-2020 01:18,Madhapur,ARSON
2020-01-28 22:00:00,29-01-2020 16:26,Kachiguda,TRAFFIC VIOLATION
2020-01-28 23:00:00,29-01-2020 03:09,Falaknuma,TRAFFIC VIOLATION
2020-01-29 00:00:00,29-01-2020 01:41,Patancheru,PUBLIC INTOXICATION
2020-01-29 01:00:00,29-01-2020 23:53,Basheerbagh,KIDNAPPING
2020-01-29 02:00:00,29-01-2020 11:34,Charminar,CYBERCRIME
2020-01-29 03:00:00,29-01-2020 05:43,Kachiguda,PUBLIC INTOXICATION
2020-01-29 04:00:00,30-01-2020 02:28,Jahanuma,FIREARM OFFENSE
2020-01-29 05:00:00,29-01-2020 17:45,Hyderguda,COUNTERFEITING
2020-01-29 06:00:00,29-01-2020 10:17,Kishan Bagh,HOMICIDE
2020-01-29 07:00:00,29-01-2020 07:15,L B Nagar,SEXUAL ASSAULT
2020-01-29 08:00:00,30-01-2020 05:29,Falaknuma,VANDALISM
2020-01-29 09:00:00,29-01-2020 15:09,Shamshabad,SEXUAL ASSAULT
2020-01-29 10:00:00,30-01-2020 03:16,Falaknuma,IDENTITY THEFT
2020-01-29 11:00:00,30-01-2020 02:14,Madhapur,BURGLARY
